"created_at","entity_type","objectLabel","objectMarking","observable_value","updated_at","value","x_opencti_description","x_opencti_score"
"2024-10-17T10:45:08.303Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://125.44.57.190:38175/bin.sh","2024-10-17T10:45:08.341Z","http://125.44.57.190:38175/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:09.554Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://115.57.161.161:49170/bin.sh","2024-10-17T10:45:10.181Z","http://115.57.161.161:49170/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:10.945Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.252.197.10:46363/bin.sh","2024-10-17T10:45:11.206Z","http://117.252.197.10:46363/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:12.506Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://117.208.102.131:37968/i","2024-10-17T10:45:12.680Z","http://117.208.102.131:37968/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:13.720Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.219.54.105:43233/i","2024-10-17T10:45:13.807Z","http://117.219.54.105:43233/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:45:14.491Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://58.47.16.109:37819/bin.sh","2024-10-17T10:45:14.736Z","http://58.47.16.109:37819/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:16.869Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://117.235.107.149:43691/bin.sh","2024-10-17T10:45:17.210Z","http://117.235.107.149:43691/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:17.841Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://116.138.190.162:39863/i","2024-10-17T10:45:17.979Z","http://116.138.190.162:39863/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:19.543Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://125.41.5.13:50987/bin.sh","2024-10-17T10:45:19.925Z","http://125.41.5.13:50987/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:21.036Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://223.9.40.205:33762/i","2024-10-17T10:45:21.177Z","http://223.9.40.205:33762/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:23.682Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.209.82.141:39058/i","2024-10-17T10:45:23.877Z","http://117.209.82.141:39058/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:23.869Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://27.202.100.45:33886/i","2024-10-17T10:45:24.231Z","http://27.202.100.45:33886/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:45:26.598Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://61.53.117.12:46936/i","2024-10-17T10:45:27.023Z","http://61.53.117.12:46936/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:28.974Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://120.86.112.42:56311/i","2024-10-17T10:45:29.137Z","http://120.86.112.42:56311/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:29.755Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://182.118.155.24:33519/i","2024-10-17T10:45:29.941Z","http://182.118.155.24:33519/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:32.046Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://59.183.137.207:34195/bin.sh","2024-10-17T10:45:32.112Z","http://59.183.137.207:34195/bin.sh","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:45:32.996Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.193.159.104:39189/bin.sh","2024-10-17T10:45:33.058Z","http://117.193.159.104:39189/bin.sh","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:45:33.690Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://27.204.194.135:48787/i","2024-10-17T10:45:33.752Z","http://27.204.194.135:48787/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:35.005Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://42.235.151.173:47133/i","2024-10-17T10:45:35.059Z","http://42.235.151.173:47133/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:36.116Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://59.178.87.208:35051/bin.sh","2024-10-17T10:45:36.157Z","http://59.178.87.208:35051/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:38.473Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://42.231.225.110:43571/i","2024-10-17T10:45:38.602Z","http://42.231.225.110:43571/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:39.633Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://182.126.102.67:59942/i","2024-10-17T10:45:39.904Z","http://182.126.102.67:59942/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:40.532Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://219.157.178.190:56616/bin.sh","2024-10-17T10:45:40.646Z","http://219.157.178.190:56616/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:42.429Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://117.208.102.131:37968/bin.sh","2024-10-17T10:45:42.756Z","http://117.208.102.131:37968/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:42.444Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://60.18.210.121:47715/i","2024-10-17T10:45:42.757Z","http://60.18.210.121:47715/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:45.071Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.207.186.109:45278/i","2024-10-17T10:45:45.462Z","http://117.207.186.109:45278/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:47.052Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://223.9.40.205:33762/bin.sh","2024-10-17T10:45:47.423Z","http://223.9.40.205:33762/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:47.478Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://182.112.13.25:52040/i","2024-10-17T10:45:47.640Z","http://182.112.13.25:52040/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:49.518Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://27.202.180.28:33886/i","2024-10-17T10:45:49.631Z","http://27.202.180.28:33886/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:45:51.307Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://120.61.6.58:54635/bin.sh","2024-10-17T10:45:51.331Z","http://120.61.6.58:54635/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:51.747Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.195.248.138:52380/i","2024-10-17T10:45:52.020Z","http://117.195.248.138:52380/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:45:53.352Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.255.182.204:45081/bin.sh","2024-10-17T10:45:53.727Z","http://117.255.182.204:45081/bin.sh","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:45:55.784Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://125.44.28.64:49279/i","2024-10-17T10:45:55.828Z","http://125.44.28.64:49279/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:55.823Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://125.41.6.134:41569/bin.sh","2024-10-17T10:45:55.881Z","http://125.41.6.134:41569/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:45:58.381Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.219.88.148:46936/i","2024-10-17T10:45:58.486Z","http://117.219.88.148:46936/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:45:58.813Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://120.86.112.42:56311/bin.sh","2024-10-17T10:45:59.174Z","http://120.86.112.42:56311/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:00.035Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://113.24.167.232:49869/bin.sh","2024-10-17T10:46:00.688Z","http://113.24.167.232:49869/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:02.724Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://125.41.220.110:49350/i","2024-10-17T10:46:02.809Z","http://125.41.220.110:49350/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:03.199Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://219.156.89.147:54457/i","2024-10-17T10:46:03.470Z","http://219.156.89.147:54457/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:05.063Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://27.204.194.135:48787/bin.sh","2024-10-17T10:46:05.097Z","http://27.204.194.135:48787/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:06.156Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.195.175.83:57027/i","2024-10-17T10:46:06.423Z","http://117.195.175.83:57027/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:08.068Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://61.53.117.12:46936/bin.sh","2024-10-17T10:46:08.296Z","http://61.53.117.12:46936/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:08.299Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://113.27.80.109:45427/i","2024-10-17T10:46:08.618Z","http://113.27.80.109:45427/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:10.199Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://113.27.33.173:58664/bin.sh","2024-10-17T10:46:10.391Z","http://113.27.33.173:58664/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:11.302Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://61.1.197.236:46506/i","2024-10-17T10:46:11.668Z","http://61.1.197.236:46506/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:13.873Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.219.88.148:46936/bin.sh","2024-10-17T10:46:14.007Z","http://117.219.88.148:46936/bin.sh","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:15.362Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://164.163.25.146:47112/bin.sh","2024-10-17T10:46:15.507Z","http://164.163.25.146:47112/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:16.476Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://61.1.197.236:46506/bin.sh","2024-10-17T10:46:16.582Z","http://61.1.197.236:46506/bin.sh","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:16.533Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://42.238.168.180:55170/i","2024-10-17T10:46:17.078Z","http://42.238.168.180:55170/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:18.941Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.207.186.109:45278/bin.sh","2024-10-17T10:46:19.027Z","http://117.207.186.109:45278/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:20.954Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://219.156.89.147:54457/bin.sh","2024-10-17T10:46:21.013Z","http://219.156.89.147:54457/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:21.383Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://182.126.102.67:59942/bin.sh","2024-10-17T10:46:21.627Z","http://182.126.102.67:59942/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:23.170Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://96.245.233.112:34003/i","2024-10-17T10:46:23.684Z","http://96.245.233.112:34003/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:24.017Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.204.64.158:45442/bin.sh","2024-10-17T10:46:24.050Z","http://117.204.64.158:45442/bin.sh","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:24.915Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://59.184.240.163:42158/bin.sh","2024-10-17T10:46:25.068Z","http://59.184.240.163:42158/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:27.761Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://59.184.62.230:44160/bin.sh","2024-10-17T10:46:27.894Z","http://59.184.62.230:44160/bin.sh","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:27.768Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://223.13.78.151:45396/i","2024-10-17T10:46:27.895Z","http://223.13.78.151:45396/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:31.047Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://42.86.171.96:46367/i","2024-10-17T10:46:31.126Z","http://42.86.171.96:46367/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:32.120Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://124.235.174.127:58472/i","2024-10-17T10:46:32.256Z","http://124.235.174.127:58472/i","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:33.955Z","Url","arm,elf,mirai,mozi,32-bit","TLP:CLEAR","http://113.27.80.109:45427/bin.sh","2024-10-17T10:46:34.261Z","http://113.27.80.109:45427/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:35.370Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://42.227.51.152:38780/i","2024-10-17T10:46:35.519Z","http://42.227.51.152:38780/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:37.594Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://117.209.82.141:39058/bin.sh","2024-10-17T10:46:38.170Z","http://117.209.82.141:39058/bin.sh","Threat: malware_download - Reporter: geenensp - Status: online","80"
"2024-10-17T10:46:38.539Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://120.60.233.119:58634/i","2024-10-17T10:46:38.817Z","http://120.60.233.119:58634/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
"2024-10-17T10:46:40.762Z","Url","elf,mozi,32-bit,mips","TLP:CLEAR","http://42.224.120.44:32896/i","2024-10-17T10:46:40.870Z","http://42.224.120.44:32896/i","Threat: malware_download - Reporter: geenensp - Status: offline","80"
