"created_at","entity_type","objectLabel","objectMarking","observable_value","updated_at","value","x_opencti_description","x_opencti_score"
"2024-12-07T00:47:48.443Z","Url","phishing","TLP:CLEAR","http://822.smzdmmmm.workers.dev/","2024-12-07T00:47:48.482Z","http://822.smzdmmmm.workers.dev/","OpenPhish URL",""
"2024-12-07T00:47:49.129Z","Url","phishing","TLP:CLEAR","http://aarjjun.github.io/Facebook-LogIn_page-clone","2024-12-07T00:47:49.183Z","http://aarjjun.github.io/Facebook-LogIn_page-clone","OpenPhish URL",""
"2024-12-07T00:47:49.129Z","Url","phishing","TLP:CLEAR","http://pub-7d7baaa9f0e34b2aac69b38aa52ae9bd.r2.dev/KItx.html","2024-12-07T00:47:49.184Z","http://pub-7d7baaa9f0e34b2aac69b38aa52ae9bd.r2.dev/KItx.html","OpenPhish URL",""
"2024-12-07T00:47:49.749Z","Url","phishing","TLP:CLEAR","http://jibrilali2122.github.io/fb","2024-12-07T00:47:49.808Z","http://jibrilali2122.github.io/fb","OpenPhish URL",""
"2024-12-07T00:47:49.996Z","Url","phishing","TLP:CLEAR","http://hellen-shiferaw.github.io/AppleHomePage-responsive-usingBootstrap","2024-12-07T00:47:50.127Z","http://hellen-shiferaw.github.io/AppleHomePage-responsive-usingBootstrap","OpenPhish URL",""
"2024-12-07T00:47:50.057Z","Url","phishing","TLP:CLEAR","http://fcu-d0449763.github.io/phishing_demo","2024-12-07T00:47:50.202Z","http://fcu-d0449763.github.io/phishing_demo","OpenPhish URL",""
"2024-12-07T00:47:50.624Z","Url","phishing","TLP:CLEAR","http://appeal-voilation-policy-o.github.io/Issues-Submit","2024-12-07T00:47:50.804Z","http://appeal-voilation-policy-o.github.io/Issues-Submit","OpenPhish URL",""
"2024-12-07T00:47:51.007Z","Url","phishing","TLP:CLEAR","http://aminvpn.amin81shams.workers.dev/","2024-12-07T00:47:51.031Z","http://aminvpn.amin81shams.workers.dev/","OpenPhish URL",""
"2024-12-07T00:47:51.024Z","Url","phishing","TLP:CLEAR","http://atif452.github.io/Netflix-clone","2024-12-07T00:47:51.045Z","http://atif452.github.io/Netflix-clone","OpenPhish URL",""
"2024-12-07T00:47:51.376Z","Url","phishing","TLP:CLEAR","https://lucdemers.com/cgibin","2024-12-07T00:47:51.656Z","https://lucdemers.com/cgibin","OpenPhish URL",""
"2024-12-07T00:47:52.453Z","Url","phishing","TLP:CLEAR","http://kraakeenlogiin_n.godaddysites.com/","2024-12-07T00:47:52.529Z","http://kraakeenlogiin_n.godaddysites.com/","OpenPhish URL",""
"2024-12-07T00:47:52.453Z","Url","phishing","TLP:CLEAR","http://justtnz.github.io/Netflix-Clone","2024-12-07T00:47:52.530Z","http://justtnz.github.io/Netflix-Clone","OpenPhish URL",""
"2024-12-07T00:47:52.453Z","Url","phishing","TLP:CLEAR","http://28ordi.pages.dev/","2024-12-07T00:47:52.470Z","http://28ordi.pages.dev/","OpenPhish URL",""
"2024-12-07T00:47:53.169Z","Url","phishing","TLP:CLEAR","http://shubhamgupta171.github.io/NetflixClone-main","2024-12-07T00:47:53.236Z","http://shubhamgupta171.github.io/NetflixClone-main","OpenPhish URL",""
"2024-12-07T00:47:53.797Z","Url","phishing","TLP:CLEAR","http://monetazatio.github.io/review","2024-12-07T00:47:53.855Z","http://monetazatio.github.io/review","OpenPhish URL",""
"2024-12-07T00:47:53.797Z","Url","phishing","TLP:CLEAR","http://sahalnp.github.io/Facebook_clone","2024-12-07T00:47:53.855Z","http://sahalnp.github.io/Facebook_clone","OpenPhish URL",""
"2024-12-07T00:47:54.435Z","Url","phishing","TLP:CLEAR","http://redaywz.github.io/-netflix-landing-page-clone","2024-12-07T00:47:54.452Z","http://redaywz.github.io/-netflix-landing-page-clone","OpenPhish URL",""
"2024-12-07T00:47:55.036Z","Url","phishing","TLP:CLEAR","http://the-crypto-wallet.gitbook.io/","2024-12-07T00:47:55.142Z","http://the-crypto-wallet.gitbook.io/","OpenPhish URL",""
"2024-12-07T00:47:55.036Z","Url","phishing","TLP:CLEAR","http://freskin243.github.io/app-confirm-pack-issues","2024-12-07T00:47:55.138Z","http://freskin243.github.io/app-confirm-pack-issues","OpenPhish URL",""
"2024-12-07T00:47:55.668Z","Url","phishing","TLP:CLEAR","https://telegrambot-chainsolution.pages.dev/","2024-12-07T00:47:55.733Z","https://telegrambot-chainsolution.pages.dev/","OpenPhish URL",""
"2024-12-07T00:47:56.283Z","Url","phishing","TLP:CLEAR","http://help-crytpo-app.gitbook.io/","2024-12-07T00:47:56.305Z","http://help-crytpo-app.gitbook.io/","OpenPhish URL",""
"2024-12-07T00:47:56.369Z","Url","phishing","TLP:CLEAR","http://seoauthoritynextech.vercel.app/gzQ$XJsw=dtpCKqMKL_BTsQln@v","2024-12-07T00:47:56.465Z","http://seoauthoritynextech.vercel.app/gzQ$XJsw=dtpCKqMKL_BTsQln@v","OpenPhish URL",""
"2024-12-07T00:47:56.911Z","Url","phishing","TLP:CLEAR","http://hemanthkumarmidivelli.github.io/Netflix_clone","2024-12-07T00:47:56.927Z","http://hemanthkumarmidivelli.github.io/Netflix_clone","OpenPhish URL",""
"2024-12-07T00:47:56.934Z","Url","phishing","TLP:CLEAR","http://metamasksigins.blogspot.in/","2024-12-07T00:47:57.049Z","http://metamasksigins.blogspot.in/","OpenPhish URL",""
"2024-12-07T00:47:57.581Z","Url","phishing","TLP:CLEAR","http://moderatechain.pages.dev/","2024-12-07T00:47:57.641Z","http://moderatechain.pages.dev/","OpenPhish URL",""
"2024-12-07T00:47:57.829Z","Url","phishing","TLP:CLEAR","http://preuffeddoupraki-2297.vercel.app/ruu.html/hwkls.html","2024-12-07T00:47:58.017Z","http://preuffeddoupraki-2297.vercel.app/ruu.html/hwkls.html","OpenPhish URL",""
"2024-12-07T00:47:58.201Z","Url","phishing","TLP:CLEAR","http://paypal95bd.blogspot.be/","2024-12-07T00:47:58.222Z","http://paypal95bd.blogspot.be/","OpenPhish URL",""
"2024-12-07T00:47:58.490Z","Url","phishing","TLP:CLEAR","http://nahidul-islam-sayel.github.io/FB_HOMEPAGE/index","2024-12-07T00:47:58.684Z","http://nahidul-islam-sayel.github.io/FB_HOMEPAGE/index","OpenPhish URL",""
"2024-12-07T00:47:58.854Z","Url","phishing","TLP:CLEAR","http://certifyrestoration.vercel.app/form.html","2024-12-07T00:47:58.881Z","http://certifyrestoration.vercel.app/form.html","OpenPhish URL",""
"2024-12-07T00:47:58.895Z","Url","phishing","TLP:CLEAR","http://andrewnogueira.github.io/pagina-instagram","2024-12-07T00:47:58.948Z","http://andrewnogueira.github.io/pagina-instagram","OpenPhish URL",""
"2024-12-07T00:47:59.521Z","Url","phishing","TLP:CLEAR","http://vnua123.github.io/Ava-cadell","2024-12-07T00:47:59.591Z","http://vnua123.github.io/Ava-cadell","OpenPhish URL",""
"2024-12-07T00:47:59.544Z","Url","phishing","TLP:CLEAR","http://coinbase-com-27106.fer-tabto10.workers.dev/","2024-12-07T00:47:59.599Z","http://coinbase-com-27106.fer-tabto10.workers.dev/","OpenPhish URL",""
"2024-12-07T00:47:59.546Z","Url","phishing","TLP:CLEAR","http://multichain-p.pages.dev/","2024-12-07T00:47:59.599Z","http://multichain-p.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:00.869Z","Url","phishing","TLP:CLEAR","http://aashu2709.github.io/netflix-clone","2024-12-07T00:48:00.929Z","http://aashu2709.github.io/netflix-clone","OpenPhish URL",""
"2024-12-07T00:48:00.869Z","Url","phishing","TLP:CLEAR","http://conectwalett.gitbook.io/en-us","2024-12-07T00:48:00.930Z","http://conectwalett.gitbook.io/en-us","OpenPhish URL",""
"2024-12-07T00:48:00.869Z","Url","phishing","TLP:CLEAR","http://stexie99.github.io/copy-cat","2024-12-07T00:48:00.929Z","http://stexie99.github.io/copy-cat","OpenPhish URL",""
"2024-12-07T00:48:02.097Z","Url","phishing","TLP:CLEAR","http://metamasksigins.blogspot.mx/","2024-12-07T00:48:02.132Z","http://metamasksigins.blogspot.mx/","OpenPhish URL",""
"2024-12-07T00:48:02.097Z","Url","phishing","TLP:CLEAR","http://paypal95bd.blogspot.com.es/","2024-12-07T00:48:02.134Z","http://paypal95bd.blogspot.com.es/","OpenPhish URL",""
"2024-12-07T00:48:02.109Z","Url","phishing","TLP:CLEAR","http://saloni2112.github.io/microsoft-page","2024-12-07T00:48:02.134Z","http://saloni2112.github.io/microsoft-page","OpenPhish URL",""
"2024-12-07T00:48:02.221Z","Url","phishing","TLP:CLEAR","http://get-opportunity-verified-tick.vercel.app/","2024-12-07T00:48:02.231Z","http://get-opportunity-verified-tick.vercel.app/","OpenPhish URL",""
"2024-12-07T00:48:02.242Z","Url","phishing","TLP:CLEAR","http://monetization-violation.github.io/apply","2024-12-07T00:48:02.259Z","http://monetization-violation.github.io/apply","OpenPhish URL",""
"2024-12-07T00:48:02.259Z","Url","phishing","TLP:CLEAR","http://worker-polished-firefly-11dc.saled78847.workers.dev/","2024-12-07T00:48:02.278Z","http://worker-polished-firefly-11dc.saled78847.workers.dev/","OpenPhish URL",""
"2024-12-07T00:48:02.864Z","Url","phishing","TLP:CLEAR","http://zachariah-three.vercel.app/hkruu.html","2024-12-07T00:48:02.922Z","http://zachariah-three.vercel.app/hkruu.html","OpenPhish URL",""
"2024-12-07T00:48:02.870Z","Url","phishing","TLP:CLEAR","http://www2.plgyuil.eu.org/","2024-12-07T00:48:02.923Z","http://www2.plgyuil.eu.org/","OpenPhish URL",""
"2024-12-07T00:48:02.871Z","Url","phishing","TLP:CLEAR","http://monetization-violation-page.github.io/issues-","2024-12-07T00:48:02.923Z","http://monetization-violation-page.github.io/issues-","OpenPhish URL",""
"2024-12-07T00:48:04.081Z","Url","phishing","TLP:CLEAR","http://smartpros.pages.dev/","2024-12-07T00:48:04.124Z","http://smartpros.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:04.081Z","Url","phishing","TLP:CLEAR","http://metmeiouiasktrie.gitbook.io/us","2024-12-07T00:48:04.123Z","http://metmeiouiasktrie.gitbook.io/us","OpenPhish URL",""
"2024-12-07T00:48:04.082Z","Url","phishing","TLP:CLEAR","http://wakeln.github.io/apply-review-update","2024-12-07T00:48:04.123Z","http://wakeln.github.io/apply-review-update","OpenPhish URL",""
"2024-12-07T00:48:04.754Z","Url","phishing","TLP:CLEAR","http://introsealveropad.pages.dev/","2024-12-07T00:48:04.799Z","http://introsealveropad.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:04.756Z","Url","phishing","TLP:CLEAR","http://amancodecraft.github.io/Netflix-Clone","2024-12-07T00:48:04.873Z","http://amancodecraft.github.io/Netflix-Clone","OpenPhish URL",""
"2024-12-07T00:48:04.758Z","Url","phishing","TLP:CLEAR","http://sumitumrao.github.io/Netflixclone","2024-12-07T00:48:04.977Z","http://sumitumrao.github.io/Netflixclone","OpenPhish URL",""
"2024-12-07T00:48:06.075Z","Url","phishing","TLP:CLEAR","http://sites.google.com/view/wannulimafioune/accueil","2024-12-07T00:48:06.135Z","http://sites.google.com/view/wannulimafioune/accueil","OpenPhish URL",""
"2024-12-07T00:48:06.075Z","Url","phishing","TLP:CLEAR","http://doc-waletconnectt.gitbook.io/us-en","2024-12-07T00:48:06.134Z","http://doc-waletconnectt.gitbook.io/us-en","OpenPhish URL",""
"2024-12-07T00:48:06.080Z","Url","phishing","TLP:CLEAR","http://xia.sumingfeng4.workers.dev/","2024-12-07T00:48:06.135Z","http://xia.sumingfeng4.workers.dev/","OpenPhish URL",""
"2024-12-07T00:48:06.825Z","Url","phishing","TLP:CLEAR","http://massive-zebra-great.on-fleek.app/bgqbgxayxc1.html","2024-12-07T00:48:06.875Z","http://massive-zebra-great.on-fleek.app/bgqbgxayxc1.html","OpenPhish URL",""
"2024-12-07T00:48:07.408Z","Url","phishing","TLP:CLEAR","http://monetization-violation.github.io/policy-13","2024-12-07T00:48:07.488Z","http://monetization-violation.github.io/policy-13","OpenPhish URL",""
"2024-12-07T00:48:07.411Z","Url","phishing","TLP:CLEAR","http://tqe.efs.mybluehost.me/shop/ahab","2024-12-07T00:48:07.488Z","http://tqe.efs.mybluehost.me/shop/ahab","OpenPhish URL",""
"2024-12-07T00:48:07.477Z","Url","phishing","TLP:CLEAR","http://account-is-at-risk.github.io/rq/index.html","2024-12-07T00:48:07.612Z","http://account-is-at-risk.github.io/rq/index.html","OpenPhish URL",""
"2024-12-07T00:48:08.648Z","Url","phishing","TLP:CLEAR","http://accountreviewclaimnotice.vercel.app/nano","2024-12-07T00:48:08.695Z","http://accountreviewclaimnotice.vercel.app/nano","OpenPhish URL",""
"2024-12-07T00:48:08.648Z","Url","phishing","TLP:CLEAR","http://tld.rijeh90539.workers.dev/","2024-12-07T00:48:08.692Z","http://tld.rijeh90539.workers.dev/","OpenPhish URL",""
"2024-12-07T00:48:08.689Z","Url","phishing","TLP:CLEAR","http://cf.housunzi3.workers.dev/","2024-12-07T00:48:08.746Z","http://cf.housunzi3.workers.dev/","OpenPhish URL",""
"2024-12-07T00:48:09.350Z","Url","phishing","TLP:CLEAR","http://gurpreet-05.github.io/Netflix","2024-12-07T00:48:09.412Z","http://gurpreet-05.github.io/Netflix","OpenPhish URL",""
"2024-12-07T00:48:09.353Z","Url","phishing","TLP:CLEAR","http://ankitkumar6207.github.io/Netflix-Clone","2024-12-07T00:48:09.412Z","http://ankitkumar6207.github.io/Netflix-Clone","OpenPhish URL",""
"2024-12-07T00:48:09.645Z","Url","phishing","TLP:CLEAR","https://xjhya.serv00.net/na8/","2024-12-07T00:48:09.791Z","https://xjhya.serv00.net/na8/","OpenPhish URL",""
"2024-12-07T00:48:10.747Z","Url","phishing","TLP:CLEAR","https://xjhya.serv00.net/na8/core/","2024-12-07T00:48:10.806Z","https://xjhya.serv00.net/na8/core/","OpenPhish URL",""
"2024-12-07T00:48:11.025Z","Url","phishing","TLP:CLEAR","http://worker-wandering-hill-diaco2007.nihab26259.workers.dev/","2024-12-07T00:48:11.178Z","http://worker-wandering-hill-diaco2007.nihab26259.workers.dev/","OpenPhish URL",""
"2024-12-07T00:48:11.379Z","Url","phishing","TLP:CLEAR","http://help-metcerohore.gitbook.io/","2024-12-07T00:48:11.459Z","http://help-metcerohore.gitbook.io/","OpenPhish URL",""
"2024-12-07T00:48:11.990Z","Url","phishing","TLP:CLEAR","http://coinmultiresolve.pages.dev/","2024-12-07T00:48:12.008Z","http://coinmultiresolve.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:12.005Z","Url","phishing","TLP:CLEAR","http://ankit95087.github.io/project-4","2024-12-07T00:48:12.053Z","http://ankit95087.github.io/project-4","OpenPhish URL",""
"2024-12-07T00:48:12.608Z","Url","phishing","TLP:CLEAR","http://gfw.mytip.workers.dev/","2024-12-07T00:48:12.630Z","http://gfw.mytip.workers.dev/","OpenPhish URL",""
"2024-12-07T00:48:12.634Z","Url","phishing","TLP:CLEAR","http://eligiorbautista.github.io/facebook-clone","2024-12-07T00:48:12.680Z","http://eligiorbautista.github.io/facebook-clone","OpenPhish URL",""
"2024-12-07T00:48:12.680Z","Url","phishing","TLP:CLEAR","http://trustwalte.org/","2024-12-07T00:48:12.839Z","http://trustwalte.org/","OpenPhish URL",""
"2024-12-07T00:48:13.286Z","Url","phishing","TLP:CLEAR","http://0820-b79.pages.dev/","2024-12-07T00:48:13.355Z","http://0820-b79.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:13.905Z","Url","phishing","TLP:CLEAR","http://1024-4d9.pages.dev/","2024-12-07T00:48:13.967Z","http://1024-4d9.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:13.905Z","Url","phishing","TLP:CLEAR","http://decentralizedresolve.pages.dev/","2024-12-07T00:48:14.008Z","http://decentralizedresolve.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:14.563Z","Url","phishing","TLP:CLEAR","http://itshak04.github.io/Facebook-Login-Clone","2024-12-07T00:48:14.589Z","http://itshak04.github.io/Facebook-Login-Clone","OpenPhish URL",""
"2024-12-07T00:48:15.158Z","Url","phishing","TLP:CLEAR","http://sites.google.com/view/dounaserunujicke/accueil","2024-12-07T00:48:15.203Z","http://sites.google.com/view/dounaserunujicke/accueil","OpenPhish URL",""
"2024-12-07T00:48:15.158Z","Url","phishing","TLP:CLEAR","http://551007e.cc/","2024-12-07T00:48:15.202Z","http://551007e.cc/","OpenPhish URL",""
"2024-12-07T00:48:15.209Z","Url","phishing","TLP:CLEAR","http://lrsa.pages.dev/","2024-12-07T00:48:15.253Z","http://lrsa.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:16.385Z","Url","phishing","TLP:CLEAR","http://zebruppegrube-4948.vercel.app/mixc.html","2024-12-07T00:48:16.420Z","http://zebruppegrube-4948.vercel.app/mixc.html","OpenPhish URL",""
"2024-12-07T00:48:16.389Z","Url","phishing","TLP:CLEAR","http://uidectrob10.firebaseapp.com/","2024-12-07T00:48:16.459Z","http://uidectrob10.firebaseapp.com/","OpenPhish URL",""
"2024-12-07T00:48:16.397Z","Url","phishing","TLP:CLEAR","http://app-metmskextnson.gitbook.io/us","2024-12-07T00:48:16.464Z","http://app-metmskextnson.gitbook.io/us","OpenPhish URL",""
"2024-12-07T00:48:17.066Z","Url","phishing","TLP:CLEAR","http://nikhil2374.github.io/Netflix-Clone","2024-12-07T00:48:17.112Z","http://nikhil2374.github.io/Netflix-Clone","OpenPhish URL",""
"2024-12-07T00:48:17.652Z","Url","phishing","TLP:CLEAR","http://metamasksigins.blogspot.fr/","2024-12-07T00:48:17.718Z","http://metamasksigins.blogspot.fr/","OpenPhish URL",""
"2024-12-07T00:48:17.655Z","Url","phishing","TLP:CLEAR","http://codeworld-tech.github.io/Netflix-Clone","2024-12-07T00:48:17.718Z","http://codeworld-tech.github.io/Netflix-Clone","OpenPhish URL",""
"2024-12-07T00:48:17.676Z","Url","phishing","TLP:CLEAR","http://rp.toptestr.top/","2024-12-07T00:48:17.719Z","http://rp.toptestr.top/","OpenPhish URL",""
"2024-12-07T00:48:18.948Z","Url","phishing","TLP:CLEAR","http://harpereassad.com/TqJwbsDm","2024-12-07T00:48:18.981Z","http://harpereassad.com/TqJwbsDm","OpenPhish URL",""
"2024-12-07T00:48:18.962Z","Url","phishing","TLP:CLEAR","http://paypal95bd.blogspot.ie/","2024-12-07T00:48:19.040Z","http://paypal95bd.blogspot.ie/","OpenPhish URL",""
"2024-12-07T00:48:18.969Z","Url","phishing","TLP:CLEAR","http://hurrairabaloch.github.io/Netflix-Clone","2024-12-07T00:48:19.041Z","http://hurrairabaloch.github.io/Netflix-Clone","OpenPhish URL",""
"2024-12-07T00:48:19.914Z","Url","phishing","TLP:CLEAR","http://lightup-62n.pages.dev/","2024-12-07T00:48:20.092Z","http://lightup-62n.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:20.251Z","Url","phishing","TLP:CLEAR","http://zyad87.github.io/API_netfli","2024-12-07T00:48:20.291Z","http://zyad87.github.io/API_netfli","OpenPhish URL",""
"2024-12-07T00:48:20.259Z","Url","phishing","TLP:CLEAR","http://verify-signinoutlexchangeadmin.com/43e842237a68f7daa69df0898896320a6653c39935579LOG43e842237a68f7daa69df0898896320a6653c3993557b","2024-12-07T00:48:20.348Z","http://verify-signinoutlexchangeadmin.com/43e842237a68f7daa69df0898896320a6653c39935579LOG43e842237a68f7daa69df0898896320a6653c3993557b","OpenPhish URL",""
"2024-12-07T00:48:20.653Z","Url","phishing","TLP:CLEAR","http://4cfy.pages.dev/","2024-12-07T00:48:20.895Z","http://4cfy.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:21.113Z","Url","phishing","TLP:CLEAR","http://multichainsolutions.pages.dev/","2024-12-07T00:48:21.161Z","http://multichainsolutions.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:21.735Z","Url","phishing","TLP:CLEAR","http://remove-page-violaton.github.io/ibhriam","2024-12-07T00:48:21.796Z","http://remove-page-violaton.github.io/ibhriam","OpenPhish URL",""
"2024-12-07T00:48:21.735Z","Url","phishing","TLP:CLEAR","http://jeyamuthuraj.github.io/Netflix-clone","2024-12-07T00:48:21.797Z","http://jeyamuthuraj.github.io/Netflix-clone","OpenPhish URL",""
"2024-12-07T00:48:22.405Z","Url","phishing","TLP:CLEAR","http://reiroragrefau.vercel.app/ruu.html/hwkls.html","2024-12-07T00:48:22.466Z","http://reiroragrefau.vercel.app/ruu.html/hwkls.html","OpenPhish URL",""
"2024-12-07T00:48:23.053Z","Url","phishing","TLP:CLEAR","http://confrimacc.github.io/id1025030/index.html","2024-12-07T00:48:23.146Z","http://confrimacc.github.io/id1025030/index.html","OpenPhish URL",""
"2024-12-07T00:48:23.053Z","Url","phishing","TLP:CLEAR","http://3.q3128923436.workers.dev/","2024-12-07T00:48:23.146Z","http://3.q3128923436.workers.dev/","OpenPhish URL",""
"2024-12-07T00:48:23.062Z","Url","phishing","TLP:CLEAR","http://sayef011.github.io/Facebook-create-account-page","2024-12-07T00:48:23.147Z","http://sayef011.github.io/Facebook-create-account-page","OpenPhish URL",""
"2024-12-07T00:48:24.263Z","Url","phishing","TLP:CLEAR","http://sg.131454.xyz/","2024-12-07T00:48:24.296Z","http://sg.131454.xyz/","OpenPhish URL",""
"2024-12-07T00:48:24.270Z","Url","phishing","TLP:CLEAR","http://viralventurecloudpros.vercel.app/guidelines&sca_esv","2024-12-07T00:48:24.341Z","http://viralventurecloudpros.vercel.app/guidelines&sca_esv","OpenPhish URL",""
"2024-12-07T00:48:24.273Z","Url","phishing","TLP:CLEAR","http://moppeihaffalo-3187.vercel.app/mixc.html","2024-12-07T00:48:24.341Z","http://moppeihaffalo-3187.vercel.app/mixc.html","OpenPhish URL",""
"2024-12-07T00:48:25.529Z","Url","phishing","TLP:CLEAR","http://paypal95bd.blogspot.com.eg/","2024-12-07T00:48:25.601Z","http://paypal95bd.blogspot.com.eg/","OpenPhish URL",""
"2024-12-07T00:48:25.539Z","Url","phishing","TLP:CLEAR","http://bvgfre2.pages.dev/","2024-12-07T00:48:25.602Z","http://bvgfre2.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:26.166Z","Url","phishing","TLP:CLEAR","http://satheeshkumar1912.github.io/Netflix-project","2024-12-07T00:48:26.221Z","http://satheeshkumar1912.github.io/Netflix-project","OpenPhish URL",""
"2024-12-07T00:48:26.697Z","Url","phishing","TLP:CLEAR","http://telstra-102284.weeblysite.com/","2024-12-07T00:48:26.757Z","http://telstra-102284.weeblysite.com/","OpenPhish URL",""
"2024-12-07T00:48:26.697Z","Url","phishing","TLP:CLEAR","http://shebin-tvk.github.io/facebook_clone","2024-12-07T00:48:26.757Z","http://shebin-tvk.github.io/facebook_clone","OpenPhish URL",""
"2024-12-07T00:48:27.276Z","Url","phishing","TLP:CLEAR","http://zkproactivesol.pages.dev/","2024-12-07T00:48:27.339Z","http://zkproactivesol.pages.dev/","OpenPhish URL",""
"2024-12-07T00:48:27.816Z","Url","phishing","TLP:CLEAR","http://aa.cydiaa.cc/","2024-12-07T00:48:27.839Z","http://aa.cydiaa.cc/","OpenPhish URL",""
"2024-12-07T00:48:27.823Z","Url","phishing","TLP:CLEAR","http://remove-page-violaton.github.io/appeal/index.html","2024-12-07T00:48:27.886Z","http://remove-page-violaton.github.io/appeal/index.html","OpenPhish URL",""
