"created_at","entity_type","objectMarking","observable_value","updated_at","value","x_opencti_description","x_opencti_score"
"2024-05-06T00:06:24.682Z","IPv4-Addr","TLP:CLEAR","162.243.146.69","2024-05-06T01:47:44.215Z","162.243.146.69","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:57+00:00","100"
"2024-05-06T00:06:30.987Z","IPv4-Addr","TLP:CLEAR","66.29.143.209","2024-05-06T01:47:46.042Z","66.29.143.209","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:55+00:00","100"
"2024-05-06T00:06:34.530Z","IPv4-Addr","TLP:CLEAR","18.116.66.48","2024-05-06T01:47:46.839Z","18.116.66.48","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:54+00:00","100"
"2024-05-06T00:06:38.427Z","IPv4-Addr","TLP:CLEAR","49.74.32.71","2024-05-06T00:06:38.490Z","49.74.32.71","Agressive IP known malicious on AbuseIPDB - countryCode: CN - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:47+00:00","100"
"2024-05-06T00:06:47.483Z","IPv4-Addr","TLP:CLEAR","98.116.240.38","2024-05-06T01:47:53.448Z","98.116.240.38","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:35+00:00","100"
"2024-05-06T00:06:48.563Z","IPv4-Addr","TLP:CLEAR","165.22.209.14","2024-05-06T01:47:53.851Z","165.22.209.14","Agressive IP known malicious on AbuseIPDB - countryCode: IN - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:33+00:00","100"
"2024-05-06T00:06:52.349Z","IPv4-Addr","TLP:CLEAR","103.73.164.190","2024-05-06T01:47:55.894Z","103.73.164.190","Agressive IP known malicious on AbuseIPDB - countryCode: KH - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:31+00:00","100"
"2024-05-06T00:06:55.021Z","IPv4-Addr","TLP:CLEAR","62.84.68.82","2024-05-06T01:47:57.064Z","62.84.68.82","Agressive IP known malicious on AbuseIPDB - countryCode: LB - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:29+00:00","100"
"2024-05-06T00:06:55.815Z","IPv4-Addr","TLP:CLEAR","107.170.245.10","2024-05-06T01:47:57.378Z","107.170.245.10","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:28+00:00","100"
"2024-05-06T00:07:00.963Z","IPv4-Addr","TLP:CLEAR","37.25.37.152","2024-05-06T01:47:59.895Z","37.25.37.152","Agressive IP known malicious on AbuseIPDB - countryCode: IL - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:22+00:00","100"
"2024-05-06T00:07:05.642Z","IPv4-Addr","TLP:CLEAR","144.34.182.34","2024-05-06T00:07:06.178Z","144.34.182.34","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:20+00:00","100"
"2024-05-06T00:07:09.685Z","IPv4-Addr","TLP:CLEAR","76.101.131.12","2024-05-06T01:48:01.411Z","76.101.131.12","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:19+00:00","100"
"2024-05-06T00:07:14.640Z","IPv4-Addr","TLP:CLEAR","90.230.197.253","2024-05-06T01:48:03.126Z","90.230.197.253","Agressive IP known malicious on AbuseIPDB - countryCode: SE - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:13+00:00","100"
"2024-05-06T00:07:16.305Z","IPv4-Addr","TLP:CLEAR","167.86.104.18","2024-05-06T01:48:03.596Z","167.86.104.18","Agressive IP known malicious on AbuseIPDB - countryCode: HK - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:12+00:00","100"
"2024-05-06T00:07:21.728Z","IPv4-Addr","TLP:CLEAR","159.203.224.39","2024-05-06T01:48:05.317Z","159.203.224.39","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:08+00:00","100"
"2024-05-06T00:07:25.047Z","IPv4-Addr","TLP:CLEAR","114.216.215.163","2024-05-06T01:48:06.631Z","114.216.215.163","Agressive IP known malicious on AbuseIPDB - countryCode: CN - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:05+00:00","100"
"2024-05-06T00:07:26.013Z","IPv4-Addr","TLP:CLEAR","60.223.230.205","2024-05-06T01:48:06.776Z","60.223.230.205","Agressive IP known malicious on AbuseIPDB - countryCode: CN - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:05+00:00","100"
"2024-05-06T00:07:27.494Z","IPv4-Addr","TLP:CLEAR","47.238.227.253","2024-05-06T01:48:07.130Z","47.238.227.253","Agressive IP known malicious on AbuseIPDB - countryCode: HK - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:05+00:00","100"
"2024-05-06T00:07:31.296Z","IPv4-Addr","TLP:CLEAR","58.16.91.144","2024-05-06T01:48:08.644Z","58.16.91.144","Agressive IP known malicious on AbuseIPDB - countryCode: CN - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:01+00:00","100"
"2024-05-06T00:07:32.768Z","IPv4-Addr","TLP:CLEAR","188.161.168.143","2024-05-06T00:07:32.887Z","188.161.168.143","Agressive IP known malicious on AbuseIPDB - countryCode: PS - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:14:00+00:00","100"
"2024-05-06T00:07:40.098Z","IPv4-Addr","TLP:CLEAR","188.161.187.61","2024-05-06T00:07:40.254Z","188.161.187.61","Agressive IP known malicious on AbuseIPDB - countryCode: PS - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:53+00:00","100"
"2024-05-06T00:07:42.724Z","IPv4-Addr","TLP:CLEAR","157.245.100.167","2024-05-06T01:48:13.651Z","157.245.100.167","Agressive IP known malicious on AbuseIPDB - countryCode: IN - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:50+00:00","100"
"2024-05-06T00:07:47.337Z","IPv4-Addr","TLP:CLEAR","142.4.193.111","2024-05-06T01:48:14.691Z","142.4.193.111","Agressive IP known malicious on AbuseIPDB - countryCode: CA - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:49+00:00","100"
"2024-05-06T00:07:56.272Z","IPv4-Addr","TLP:CLEAR","61.61.63.153","2024-05-06T01:48:17.719Z","61.61.63.153","Agressive IP known malicious on AbuseIPDB - countryCode: TW - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:42+00:00","100"
"2024-05-06T00:07:57.419Z","IPv4-Addr","TLP:CLEAR","2.55.112.27","2024-05-06T01:48:18.668Z","2.55.112.27","Agressive IP known malicious on AbuseIPDB - countryCode: IL - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:42+00:00","100"
"2024-05-06T00:08:02.054Z","IPv4-Addr","TLP:CLEAR","66.169.184.35","2024-05-06T01:48:20.269Z","66.169.184.35","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:39+00:00","100"
"2024-05-06T00:08:13.388Z","IPv4-Addr","TLP:CLEAR","41.63.6.7","2024-05-06T00:08:13.477Z","41.63.6.7","Agressive IP known malicious on AbuseIPDB - countryCode: ZM - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:31+00:00","100"
"2024-05-06T00:08:16.413Z","IPv4-Addr","TLP:CLEAR","71.92.66.195","2024-05-06T01:48:24.058Z","71.92.66.195","Agressive IP known malicious on AbuseIPDB - countryCode: US - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:29+00:00","100"
"2024-05-06T00:08:17.530Z","IPv4-Addr","TLP:CLEAR","170.64.225.105","2024-05-06T01:48:24.436Z","170.64.225.105","Agressive IP known malicious on AbuseIPDB - countryCode: AU - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:28+00:00","100"
"2024-05-06T00:08:21.906Z","IPv4-Addr","TLP:CLEAR","201.131.212.19","2024-05-06T01:48:26.435Z","201.131.212.19","Agressive IP known malicious on AbuseIPDB - countryCode: BR - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:23+00:00","100"
"2024-05-06T00:08:26.854Z","IPv4-Addr","TLP:CLEAR","134.195.220.251","2024-05-06T01:48:27.824Z","134.195.220.251","Agressive IP known malicious on AbuseIPDB - countryCode: CA - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:19+00:00","100"
"2024-05-06T00:08:28.114Z","IPv4-Addr","TLP:CLEAR","103.139.16.208","2024-05-06T01:48:28.000Z","103.139.16.208","Agressive IP known malicious on AbuseIPDB - countryCode: KH - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:19+00:00","100"
"2024-05-06T00:08:28.993Z","IPv4-Addr","TLP:CLEAR","200.89.159.59","2024-05-06T01:48:28.000Z","200.89.159.59","Agressive IP known malicious on AbuseIPDB - countryCode: AR - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:18+00:00","100"
"2024-05-06T00:08:38.300Z","IPv4-Addr","TLP:CLEAR","41.76.171.150","2024-05-06T01:48:30.080Z","41.76.171.150","Agressive IP known malicious on AbuseIPDB - countryCode: KE - abuseConfidenceScore: 100 - lastReportedAt: 2024-05-05T23:13:15+00:00","100"
